"adap-org/9802003","Kunihiko Kaneko","Kunihiko Kaneko","Diversity, Stability, Recursivity, and Rule Generation in Biological
  System: Intra-inter Dynamics Approach","19 pages, Int.J. Mod. Phes. B (in press)",,"10.1142/S0217979298000223",,"adap-org nlin.AO q-bio",,"  Basic problems for the construction of a scenario for the Life are discussed.
To study the problems in terms of dynamical systems theory, a scheme of
intra-inter dynamics is presented. It consists of internal dynamics of a unit,
interaction among the units, and the dynamics to change the dynamics itself,
for example by replication (and death) of units according to their internal
states. Applying the dynamics to cell differentiation, isologous
diversification theory is proposed. According to it, orbital instability leads
to diversified cell behaviors first. At the next stage, several cell types are
formed, first triggered by clustering of oscillations, and then as attracting
states of internal dynamics stabilized by the cell-to-cell interaction. At the
third stage, the differentiation is determined as a recursive state by cell
division. At the last stage, hierarchical differentiation proceeds, with the
emergence of stochastic rule for the differentiation to sub-groups, where
regulation of the probability for the differentiation provides the diversity
and stability of cell society. Relevance of the theory to cell biology is
discussed.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 01:38:22 GMT""}]","2015-06-24"
"astro-ph/9802266","Didier Raboud","D. Raboud, M. Grenon, L. Martinet, R. Fux and S. Udry","Evidence for a signature of the galactic bar in the solar neighbourhood","Letter (4 pages, 6 figures). Revised version: modifications in the
  text and in figure 1. Accepted for publication in A&A Letters",,,,"astro-ph",,"  Using available kinematical data for a subsample of NLTT stars from the
HIPPARCOS mission we confirm the existence of a previously reported local
anomaly in the (u,v) plane: the mean motion u for old disc stars, with v < -30
km/s, is largely positive (+19 +/- 9 km/s w.r.t. the Galactic Center).
  With the use of the newest global self-consistent numerical models of our
Galaxy, we show that a bar could be responsible for this observed velocity
anomaly. A fraction of our stars have bar perturbed ``hot'' orbits, allowing
them to erratically wander from inside the bar to regions outside the
corotation, in particular through the solar neighbourhood.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 09:20:26 GMT""},{""version"":""v2"",""created"":""Thu, 14 May 1998 11:34:55 GMT""}]","2007-05-23"
"astro-ph/9802267","Evanthia Hatziminaoglou","Evanthia Hatziminaoglou, Ludovic Van Waerbeke, Guy Mathez
  (Observatoire Midi-Pyrenees, Toulouse)","The evolution rate of quasars at various redshifts","11 pages, 21 Postscript figures, accepted for publication in A&A",,,,"astro-ph",,"  The evolution of optically selected quasars is usually supposed to be well
described by a single constant parameter, either k_L or k_D, depending whether
we refer to luminosity or density evolution. In this paper we present a study
of the variations of the evolution parameters with redshift, for different
cosmological models, in order to probe the differential evolution with
redshift. Two different quasar samples have been analyzed, the AAT Boyle's et
al. and the LBQS catalogues. Basically, these samples are divided in redshift
intervals and in each of them k_L and k_D are estimated by forcing that
<V/Vmax>=0.5. The dependence with respect to the cosmological parameters is
small. Both AAT and LBQS show roughly the same tendencies. LBQS, however, shows
strong fluctuations, whose origin is not statistical but rather due to the
selection criteria. A discussion on selection techniques, biases and binning
effects explains the differences between these results. We finally conclude
that the evolution parameter is almost constant in the redshift range 0.7 < z <
1.7, at least within 2 sigma, while it decreases slightly afterwards. Results
depend on the binning chosen (but not in a very significant way). The method
has been tested with Monte-Carlo simulated catalogues in order to give a better
understanding of the results coming from the real catalogues. A correlation
between k_L (k_D) and <V/Vmax> is also derived and is used for the calculation
of the error bars on the evolution parameter.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 13:46:44 GMT""},{""version"":""v2"",""created"":""Tue, 24 Feb 1998 10:40:37 GMT""},{""version"":""v3"",""created"":""Wed, 22 Apr 1998 16:31:49 GMT""}]","2007-05-23"
"astro-ph/9802268","Rachel Somerville","Rachel S. Somerville (1 and 2) and Joel R. Primack (2) ((1) Hebrew
  University, Jerusalem, (2) University of California, Santa Cruz)","Semi-Analytic Modelling of Galaxy Formation: The Local Universe","26 pages, LaTeX, MNRAS format, 23 inlined postscript figures.
  Accepted for publication in MNRAS. Revised version contains substantial
  changes including improved models. High resolution figures, original version,
  and summary of changes may be found at
  http://www.fiz.huji.ac.il/~rachels/papers/sp.html","Mon.Not.Roy.Astron.Soc.310:1087,1999","10.1046/j.1365-8711.1999.03032.x",,"astro-ph",,"  Using semi-analytic models of galaxy formation, we investigate galaxy
properties such as the Tully-Fisher relation, the B and K-band luminosity
functions, cold gas contents, sizes, metallicities, and colours, and compare
our results with observations of local galaxies. We investigate several
different recipes for star formation and supernova feedback, including choices
that are similar to the treatment in Kauffmann, White & Guiderdoni (1993) and
Cole et al. (1994) as well as some new recipes. We obtain good agreement with
all of the key local observations mentioned above. In particular, in our best
models, we simultaneously produce good agreement with both the observed B and
K-band luminosity functions and the I-band Tully-Fisher relation. Improved
cooling and supernova feedback modelling, inclusion of dust extinction, and an
improved Press-Schechter model all contribute to this success. We present
results for several variants of the CDM family of cosmologies, and find that
models with values of $\Omega_0 \simeq 0.3$--0.5 give the best agreement with
observations.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 14:32:23 GMT""},{""version"":""v2"",""created"":""Sun, 22 Feb 1998 08:41:30 GMT""},{""version"":""v3"",""created"":""Mon, 26 Jul 1999 10:32:24 GMT""}]","2009-09-25"
"astro-ph/9802270","Andrew A. de Laix","Andrew A. de Laix and Glenn D. Starkman","Looking Down the Light Cone: Can Deep Redshift Surveys Alone Measure the
  Power Spectrum?","12 pages aas latex + 8 ps figures",,,"CWRU-P11-98","astro-ph",,"  We analyze the window functions for the spherical harmonic mode estimators of
all--sky, volume limited surveys considering evolutionary effects along the
past light--cone which include the deviation of the distance scale from a
linear relationship with redshift, linear peculiar velocity corrections, and
linear evolution of the density perturbations. The spherical harmonic basis
functions are considered because they correspond most closely to the symmetries
of typical survey geometries and of the light--cone effects we consider. Our
results show substantial broadening of the windows over that expected by
ignoring light--cone effects, indicating the difficulty of measuring the power
spectrum independently from cosmology. We suggest that because of light--cone
effects, deep redshift surveys should either be analyzed in conjunction with
CMBR data which determines the cosmological parameters, or by using a Bayesian
likelihood scheme in which varying cosmological parameters and a simple
parameterization of the primordial power spectrum are assumed as the priors, so
that observed data can be mapped from redshift to real space. The derived power
spectrum can then be compared to underlying models of fluctuation generation
and growth in structure formation to evaluate both these models and the
cosmological priors.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 15:53:52 GMT""}]","2007-05-23"
"chao-dyn/9802016","Kunihiko Kaneko","Kunihiko Kaneko","On the Strength of Attractors in a High-dimensional System: Milnor
  Attractor Network, Robust Global Attraction, and Noise-induced Selection","52 pages + 22 figures(3 missing), uuencode + gziped Postscript file,
  submitted to Physica D",,"10.1016/S0167-2789(98)00205-X",,"chao-dyn nlin.CD",,"  Strength of attractor is studied by the return rate to itself after
perturbations, for a multi-attractor state of a globally coupled map. It is
found that fragile (Milnor) attractors have a large basin volume at the
partially ordered phase. Such dominance of fragile attractors is understood by
robustness of global attraction in the phase space. Change of the attractor
strength and basin volume against the parameter and size are studied. In the
partially ordered phase, the dynamics is often described as Milnor attractor
network, which leads to a new interpretation of chaotic itinerancy.
Noise-induced selection of fragile attractors is found that has a sharp
dependence on the noise amplitude. Relevance of the observed results to neural
dynamics and cell differentiation is also discussed.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 00:55:54 GMT""}]","2009-10-31"
"chao-dyn/9802017","Mikhail Altaisky","P.G.Akishin, M.V.Altaisky, A.D.Budnik, V.V.Ivanov (Joint Institute for
  Nuclear Research) and I.Antoniou (International Solvay Institute for Physics
  and Chemistry)","Asymmetric Cellular Automaton Modeling Earthquakes","3 pages, RevTeX (8.5 KB), 2 gziped encapsulated postscript figures
  (10KB). Subm. to Geophysical Research Letters",,,,"chao-dyn nlin.CD",,"  We propose an asymmetric modification of the sand-pile-like cellular
automaton for earthquake modeling. The cumulative event distribution is shown
to be dependent on the asymmetry parameter.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 11:04:54 GMT""}]","2007-05-23"
"cond-mat/9802200","Yuri Rubo","Yuri G. Rubo and M.J.Lea","Magneto-shear modes and a.c. dissipation in a two-dimensional Wigner
  crystal","REVTeX, 7 pp., 4 eps figures","Phys. Rev. B, v.58, pp. 13197-13203 (1998)","10.1103/PhysRevB.58.13197","CIE-98-01","cond-mat.str-el",,"  The a.c. response of an unpinned and finite 2D Wigner crystal to electric
fields at an angular frequency $\omega$ has been calculated in the dissipative
limit, $\omega \tau \ll 1$, where $\tau ^{-1}$ is the scattering rate. For
electrons screened by parallel electrodes, in zero magnetic field the
long-wavelength excitations are a diffusive longitudinal transmission line mode
and a diffusive shear mode. A magnetic field couples these modes together to
form two new magneto-shear modes. The dimensionless coupling parameter $\beta
=2(c_{t}/c_{l})|\sigma_{xy}/\sigma_{xx}|$ where $c_{t}$ and $c_{l}$ are the
speeds of transverse and longitudinal sound in the collisionless limit and
$\sigma_{xy}$ and $\sigma_{xx}$ are the tensor components of the
magnetoconductivity. For $\beta \geqslant 1$, both the coupled modes contribute
to the response of 2D electrons in a Corbino disk measurement of
magnetoconductivity. For $\beta \gg 1$, the electron crystal rotates rigidly in
a magnetic field. In general, both the amplitude and phase of the measured a.c.
currents are changed by the shear modulus. In principle, both the
magnetoconductivity and the shear modulus can be measured simultaneously.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 00:01:09 GMT""}]","2009-10-31"
"cond-mat/9802202","Dave Chen","M. Brian Maple","High Temperature Superconductivity","30 pages, 13 figures",,"10.1016/S0304-8853(97)00999-2",,"cond-mat.supr-con",,"  The current status of basic research on the high temperature cuprate
superconductors and prospects for technological applications of these materials
is discussed. Recent developments concerning other novel superconductors are
also briefly described.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 23:45:53 GMT""}]","2009-10-31"
"cond-mat/9802207","David Vanderbilt","J. Padilla and David Vanderbilt (Department of Physics and Astronomy,
  Rutgers University)","Ab-initio study of SrTiO3 surfaces","11 pages with 2 postscript figures embedded. Uses Elsevier (elsart)
  macros (provided) as well as epsf macros. Also available at
  http://www.physics.rutgers.edu/~dhv/preprints/index.html#pad_sts",,"10.1016/S0039-6028(98)00670-0",,"cond-mat.mtrl-sci",,"  We present first-principles total-energy calculations of (001) surfaces of
SrTiO3. Both SrO-terminated and TiO2-terminated surfaces are considered, and
the results are compared with previous calculations for BaTiO3 surfaces. The
major differences are in the details of the relaxed surface structures. Our
calculations argue against the existence of a large ferroelectric relaxation in
the surface layer, as had been previously proposed. We do find some indications
of a weak surface ferroelectric instability, but so weak as to be easily
destroyed by thermal fluctuations except perhaps at quite low temperatures. We
also compute surface relaxation energies and surface electronic band
structures, obtaining results that are generally similar to those for BaTiO3.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:32:27 GMT""}]","2009-10-31"
"cond-mat/9802208","David Vanderbilt","Alberto Garcia (Departmento de Fisica Aplicada II, Universidad del
  Pais Vasco, Bilbao, Spain) and David Vanderbilt (Department of Physics and
  Astronomy, Rutgers University)","Temperature-dependent dielectric response of BaTiO3 from first
  principles","8 pages with 4 postscript figures embedded. Uses aipproc and epsf
  macros. Also available at
  http://www.physics.rutgers.edu/~dhv/preprints/index.html#ag_w98",,"10.1063/1.56280",,"cond-mat.mtrl-sci",,"  Monte Carlo simulations with an effective Hamiltonian parametrized from first
principles are performed to study the dielectric response of BaTiO3 as a
function of temperature, with particular emphasis on the behavior of the
dielectric constant near the transition from the ferroelectric tetragonal phase
to the paraelectric cubic phase.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:37:42 GMT""}]","2009-10-31"
"cond-mat/9802209","David Vanderbilt","L. Bellaiche, J. Padilla, and David Vanderbilt (Department of Physics
  and Astronomy, Rutgers University)","Ferroelectric effects in PZT","9 pages with 3 postscript figures embedded. Uses aipproc and epsf
  macros. Also available at
  http://www.physics.rutgers.edu/~dhv/preprints/index.html#lb_w98",,"10.1063/1.56287",,"cond-mat.mtrl-sci",,"  First-principles calculations are performed to investigate alloying and
ferroelectric effects in lead zirconate titanate (PZT) with high Ti
composition. We find that the main effect of alloying in the paraelectric phase
of PZT is the existence of two sets of B-O bonds, i.e., shorter Ti-O bonds vs.
longer Zr-O bonds. On the other hand, ferroelectricity leads to the formation
of very short covalent Ti-O bonds and to the formation of covalent chains of
Pb-O bonds. The covalency in the ferroelectric phase is mainly induced by an
enhancement of hybridization between Ti 3d and O 2p, and between Pb 6s and O
2p. These hybridizations induce a striking decrease of the effective charges
when going from the paraelectric to the ferroelectric phase of PZT.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:38:12 GMT""}]","2009-10-31"
"cond-mat/9802210","David Vanderbilt","Nicola Marzari and David Vanderbilt (Department of Physics and
  Astronomy, Rutgers University)","Maximally-localized Wannier functions in perovskites: Cubic BaTiO3","10 pages, with 2 postscript figures embedded. Uses aipproc and epsf
  macros. Also available at
  http://www.physics.rutgers.edu/~dhv/preprints/index.html#nm_w98",,"10.1063/1.56269",,"cond-mat.mtrl-sci",,"  The electronic ground state of a periodic crystalline solid is usually
described in terms of extended Bloch orbitals; localized Wannier functions can
alternatively be used. These two representations are connected by families of
unitary transformations, carrying a large degree of arbitrariness. We have
developed a localization algorithm that allows one to iteratively transform the
extended Bloch orbitals of a first-principles calculation into a unique set of
maximally localized Wannier functions. We apply this formalism here to the case
of cubic BaTiO3. The purpose is twofold. First, a localized-orbital picture
allows a meaningful band-by-band decomposition of the whole Bloch band complex.
In perovskites, these Wannier functions are centered on the atomic sites and
display clearly a s, p, d, or hybrid character. Second, since the centers of
the Wannier functions map the polarization field onto localized point charges,
the ground state dielectric properties become readily available. We study the
Born effective charges of the paraelectric phase of BaTiO3. We are able to
identify not only the contributions that come from a given group of bands, but
also the individual contributions from the ``atomic'' Wannier functions that
comprise each of these groups.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:39:02 GMT""}]","2009-10-31"
"cond-mat/9802211","Juan Jesus Ruiz-Lorenzo","E. Marinari, G. Parisi, J. J. Ruiz-Lorenzo","On the Phase Structure of the 3D Edwards Anderson Spin Glass","30 pages and 17 figures. Final version to be published in PRB","Phys. Rev. B. 58, 14852 (1998)","10.1103/PhysRevB.58.14852",,"cond-mat.stat-mech",,"  We characterize numerically the properties of the phase transition of the
three dimensional Ising spin glass with Gaussian couplings and of the low
temperature phase. We compute critical exponents on large lattices. We study in
detail the overlap probability distribution and the equilibrium overlap-overlap
correlation functions. We find a clear agreement with off-equilibrium results
from previous work. These results strongly support the existence of a
continuous spontaneous replica symmetry breaking in three dimensional spin
glasses.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 20:18:46 GMT""},{""version"":""v2"",""created"":""Wed, 2 Sep 1998 10:11:11 GMT""}]","2009-10-31"
"cond-mat/9802212","pascal Simon","B. Doucot and P. Simon","A Semi-Classical Analysis of Order from Disorder","49 pages, Latex, 12 PS figures",,"10.1088/0305-4470/31/28/005",,"cond-mat.stat-mech",,"  We study in this paper the Heisenberg antiferromagnet with nearest neighbours
interactions on the Husimi cactus, a system which has locally the same topology
as the Kagom\'e lattice. This system has a huge classical degeneracy
corresponding to an extensive number of degrees of freedom.We show that unlike
thermal fluctuations, quantum fluctuations lift partially this degeneracy and
favour a discrete subset of classical ground states. In order to clarify the
origin of these effects, we have set up a general semi-classical analysis of
the order from disorder phenomenon and clearly identified the differences
between classical and quantum fluctuations. This semi-classical approach also
enables us to classify various situations where a selection mechanism still
occurs. Moreover, once a discrete set of ground states has been preselected,
our analysis suggests that tunelling processes within this set should be the
dominant effect underlying the strange low energy spectrum of Kagom\'e-like
lattices.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 20:39:44 GMT""}]","2009-10-31"
"cond-mat/9802213","Jacek Dziarmaga","Jacek Dziarmaga (Jagiellonian U.)","Density of kinks just after a quench in an overdamped system","4 pages in RevTex + 1 .ps file",,,,"cond-mat hep-ph hep-th",,"  A quench in an overdamped one dimensional $\phi^4$ model is studied by
analytical and numerical methods. For an infinite system or a finite system
with free boundary conditions, the density of kinks after the transition is
proportional to the eighth root of the rate of the quench. For a system with
periodic boundary conditions, it is proportional to the fourth root of the
rate. The critical exponent predicted in Zurek scenario is put in question.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 21:01:51 GMT""}]","2007-05-23"
"cond-mat/9802214","Daniel Ben-Avraham","Daniel ben-Avraham (Physics Department, Clarkson University)","Diffusion-Limited Coalescence, A+A<-->A, with a Trap","4 pages, typset with RevTeX","Phys. Rev. E 58, 4351 (1998).","10.1103/PhysRevE.58.4351","DbA-98-01","cond-mat.stat-mech",,"  We study diffusion-limited coalescence, A+A<-->A$, in one dimension, and
derive an exact solution for the steady state in the presence of a trap.
Without the trap, the system arrives at an equilibrium state which satisfies
detailed balance, and can therefore be analyzed by classical equilibrium
methods. The trap introduces an irreversible element, and the stationary state
is no longer an equilibrium state. The exact solution is compared to that of a
reaction-diffusion equation --- the habitual approximation method of choice.
The exact solution allows us to determine the rate coefficients in the
reaction-diffusion equation, without appealing to renormalization group
techniques.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 21:52:47 GMT""}]","2009-10-31"
