"adap-org/9808002","S. V. Stepkin","A.A.Stanislavsky (Inst. of Radio Astronomy, Kharkov, Ukraine)","Memory Effects and Macroscopic Manifestation of Randomness","LaTeX, 18 pages, 1 postscript figure. New extended version, new
  paragraphs and references added","Phys. Rev. E 61 (2000) 4752-4759","10.1103/PhysRevE.61.4752",,"adap-org cond-mat nlin.AO nlin.CD",,"  It is shown that due to memory effects the complex behaviour of components in
a stochastic system can be transmitted to macroscopic evolution of the system
as a whole. Within the Markov approximation widely using in ordinary
statistical mechanics, memory effects are neglected. As a result, a time-scale
separation between the macroscopic and the microscopic level of description
exists, the macroscopic differential picture is no a consequence of microscopic
non-differentiable dynamics. On the other hand, the presence of complete memory
in a system means that all its components have the same behaviour. If the
memory function has no characteristic time scales, the correct description of
the macroscopic evolution of such systems have to be in terms of the fractional
calculus.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 12:42:45 GMT""},{""version"":""v2"",""created"":""Wed, 9 Feb 2000 14:56:17 GMT""}]","2009-10-30"
"astro-ph/9808188","S. G. Djorgovski","S. G. Djorgovski (1), S. R. Kulkarni (1), J. S. Bloom (1), R. Goodrich
  (2), D. A. Frail (3), L. Piro (4), and E. Palazzi (5) ((1) Palomar
  Observatory, Caltech, (2) W. M. Keck Observatory, (3) NRAO, (4) IAS/CNR
  Frascati, (5) ITeSRE/CNR, Bologna)","Spectroscopy of the Host Galaxy of the Gamma--Ray Burst 980703","Submitted to the Astrophysical Journal Letters; 8 pages, including 2
  tables and 3 embedded postscript figures; style files included","Astrophys.J.508:L17-L20,1998","10.1086/311729",,"astro-ph",,"  We present spectroscopic observations of the host galaxy of the gamma-ray
burst (GRB) 980703. Several emission and absorption features are detected,
making the redshift, z = 0.966, completely unambiguous. This is only the third
known redshift for a GRB host. The implied isotropic gamma-ray energy release
from the burst is in excess of 10^{53} erg, for a reasonable choice of
cosmological parameters. The spectroscopic properties of the host galaxy are
typical for a star formation powered object. Using the observed value of the
Balmer decrement, we derived the extinction in the galaxy's restframe, A_V =
0.3 +- 0.3 mag. Using three different star formation rate indicators, we
estimate SFR ~ 10 Msun/yr, or higher, depending on the extinction, with a lower
limit of SFR > 7 Msun/yr. This is the highest value of the star formation rate
measured for a GRB galaxy so far, and it gives some support to the idea that
GRBs are closely related to massive star formation.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 00:11:46 GMT""}]","2011-03-17"
"astro-ph/9808189","Sungeun Kim","Sungeun Kim, You-Hua Chu, Lister Staveley-Smith, R.Chris Smith","The Multi-Phase Medium in the Interstellar Complex N44","18 pages,5 figures; for ""figures"", see at
  ""http://www.astro.uiuc.edu/~sek/N44.html"" (4.9 MB postscript.gz) ; Appear to
  ApJ, 503, 729 (Aug 20)","Astrophys.J. 503 (1998) 729","10.1086/306010",,"astro-ph",,"  We have obtained high-resolution HI observations of N44, one of the largest
HII complexes in the Large Magellanic Cloud. The distribution and internal
motions of the HI gas show dynamic effects of fast stellar winds and supernova
blasts. Numerous HI holes are detected, with the most prominent two
corresponding to the optically identified superbubbles Shell 1 and Shell 2. The
HI gas associated with Shell 1 shows an expansion pattern similar to that of
the ionized gas shell, but the mass and kinetic energy of the HI shell are 3--7
times those of the ionized gas shell. The total kinetic energy of the neutral
and ionized gas of Shell 1 is still more than a factor of 5 lower than expected
in a pressure-driven superbubble. It is possible that the central OB
association was formed in a molecular cloud and a visible superbubble was not
fully developed until the ambient molecular gas had been dissociated and
cleared away. This hypothesis is supported by the existence of a molecular
cloud toward N44 and the fact that the apparent dynamic age of the superbubble
Shell 1 is much shorter than the age of its OB association LH47. Accelerated HI
gas is detected at the supernova remnant 0523-679. The mass and kinetic energy
in the associated HI gas are also much higher than those in the ionized gas of
0523-679. Studies of interstellar gas dynamics using ionized gas alone are
clearly inadequate; neutral gas components must be included.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 02:49:20 GMT""}]","2009-10-30"
"astro-ph/9808190","Doug Welch","The MACHO Collaboration: C. Alcock, D.R. Alves, A. Becker, D.P.
  Bennett, K.H. Cook, K.C. Freeman, K. Griest, D.W. Kurtz, M.J. Lehner, S.L.
  Marshall, D. Minniti, B.A. Peterson, M.R. Pratt, P.J. Quinn, A.W. Rodgers, W.
  Sutherland, A. Tomaney, T. Vandehei and D.L. Welch","The Blazhko Effect in RR Lyrae stars: Strong observational support for
  the oblique pulsator model in three stars","31 pages, 9 Encapsulated PostScript figures. Submitted to the
  Astrophysical Journal",,,,"astro-ph",,"  Using the novel data set of the MACHO project, we show that three ``Blazhko
Effect'' RR Lyrae stars show nearly-pure amplitude modulation of a single
pulsation mode. This is strong observational evidence that the ``Oblique
Pulsator Model'' is the correct solution to this 90-year-old problem.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 04:36:11 GMT""}]","2007-05-23"
"astro-ph/9808191","Simon Portegies Zwart","Simon Portegies Zwart (Boston), Chang-Hwan Lee (Stony Brook) Hyun Kyu
  Lee (Seoul)","Can precessing jets explain the light curves of Gamma-ray Bursts?","Apj in press: 25 pages, 16 figures",,"10.1086/307471",,"astro-ph",,"  We present a phenomenological model to explain the light curves of gamma-ray
bursts. In the model a black hole is orbited by a precessing accretion disc
which is fed by a neutron star. Gamma-rays are produced in a highly collimated
beam via the Blandford-Znajek mechanism. The gamma-ray beam sweeps through
space due to the precession of the slaved accretion disc. The light curve
expected from such a precessing luminosity cone can explain the complex
temporal behavior of observed bright gamma-ray bursts.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 04:44:28 GMT""},{""version"":""v2"",""created"":""Sat, 27 Feb 1999 18:30:42 GMT""}]","2009-10-30"
"astro-ph/9808192","Jochen Greiner","G.A. Richter (Sonneberg), J. Greiner (AI Potsdam), P. Kroll
  (Sonneberg)","S 10943 Vulpeculae: A New ROSAT Selected Dwarf Nova, probably of SU
  Ursae Majoris Subclass","to appear in Inf. Bull. Var. Stars 4622 (1998); also available from
  http://www.obs.aip.de/~jcg/publis.html",,,,"astro-ph",,"  We have identified the ROSAT all-sky survey source RX J1953.1+2115 with a
newly discovered dwarf novae (named S 10943 Vulpeculae) with a recurrence time
of 83.6 days. With the expected period of ~2.8 hrs (based on the measured
superhump period of 2.871 hrs) S 10943 Vul would be the SU Ursae Majoris star
with the second largest superhump (and orbital) period known (together with TU
Men).
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 11:56:47 GMT""}]","2007-05-23"
"astro-ph/9808193","Sylos-Labini Francesco","Francesco Sylos Labini","On the fractal structure of the universe: methods, results and
  theoretical implication","17 pages, latex, 3 postscript figures, also available at
  http://www.phys.uniroma1.it/DOCS/PIL/pil.html To appear in the proceedings of
  the conference ""Dark Matter 1998"", Editors H.V. Klapdor-Kleingrothaus and L.
  Baudis",,,,"astro-ph",,"  The fact that galaxy distribution exhibits fractal properties is well
established since twenty years. Nowadays, the controversy concerns the range of
the fractal regime, the value of the fractal dimension and the eventual
presence of a cross-over to homogeneity. Fractal properties maybe studied with
methods which do not assume homogeneity a priori as the standard statistical
methods do. We show that complementary to the adoption of new methods of
analysis there are important theoretical implications for the usual scenario of
galaxy formation. For example, we focus on the concept of bias and we show that
it needs a basic revision even if future redshift surveys will be able to
identify an eventual tendency to homogenization.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 13:27:44 GMT""}]","2007-05-23"
"astro-ph/9808194","Adriano H. Cerqueira","Elisabete M. de Gouveia Dal Pino, Adriano H. Cerqueira (Instituto
  Astronomico e Geofisico, USP, Sao Paulo, Brazil)","Magnetic Field Effects on the Structure of Radiatively Cooling
  Protostellar Jets","4 pages; To appear in the proceedings of the 1998 International
  Conference on Plasma Physics, Praha (Czech Republic) 07/29-07/03/1998",,,,"astro-ph",,"  In the present work, with the help of fully 3-D smooth particle
magnetohydodynamic (SPMHD) simulations, we explore the nonlinear effects of
magnetic fields (in close equipartition with the gas) in the structure of
radiatively cooling, overdense jets and test their importance on the dynamics
of protostellar jets.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 14:18:34 GMT""}]","2007-05-23"
"astro-ph/9808195","Adriano H. Cerqueira","Adriano H. Cerqueira, Elisabete M. de Gouveia Dal Pino (Instituto
  Astronomico e Geofisico, USP, Sao Paulo, Brazil)","Magnetic Field Effects on the Structure and Evolution of Overdense
  Radiatively Cooling Jets","To appear in ApJ; 36 pages + 16 (gif) figures. PostScript files of
  figures are available at http://www.iagusp.usp.br/preprints/preprint.html",,"10.1086/306615","IAG-98-166","astro-ph",,"  We investigate the effect of magnetic fields on the propagation dynamics and
morphology of overdense, radiatively cooling, supermagnetosonic jets, with the
help of fully three-dimensional SPMHD simulations. Evaluated for a set of
parameters which are mainly suitable for protostellar jets (with density ratios
between the jet and the ambient medium 3-10, and ambient Mach number ~ 24),
these simulations are also compared with baseline non-magnetic and adiabatic
calculations. We find that, after amplification by compression and
re-orientation in nonparallel shocks at the working surface, the magnetic field
that is carried backward with the shocked gas into the cocoon improves the jet
collimation relative to the purely hydrodynamic (HD) systems. Low-amplitude,
approximately equally spaced internal shocks (which are absent in the HD
systems) are produced by MHD K-H reflection pinch modes. The longitudinal field
geometry also excites non-axisymmetric helical modes which cause some beam
wiggling. The strength and amount of these modes are, however, reduced (by ~
twice) in the presence of radiative cooling relative to the adiabatic cases.
Besides, a large density ratio between the jet and the ambient medium also
reduces, in general, the number of the internal shocks. As a consequence, the
weakness of the induced internal shocks makes it doubtful that the magnetic
pinches could produce by themselves the bright knots observed in the overdense,
radiatively cooling protostellar jets.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 14:19:17 GMT""}]","2009-10-30"
"astro-ph/9808196","Gennaro Miele","S. Esposito, G. Mangano, G. Miele and O. Pisanti","Precision Rates for Nucleon Weak Interactions in Primordial
  Nucleosynthesis and He-4 Abundance","50 pages, latex, 15 figures, minor changes in formulas and figures","Nucl.Phys.B540:3-36,1999","10.1016/S0550-3213(98)00757-3","DSF 30/98","astro-ph gr-qc hep-ph",,"  We report the results of a detailed calculation of nucleon weak interactions
relevant for the neutron to proton density ratio at the onset of primordial
nucleosynthesis. Radiative electromagnetic corrections, finite nucleon mass
terms, thermal radiative effects on weak processes and on neutrino temperature
are taken into account to reduce the theoretical uncertainty on $n
\leftrightarrow p $ rates to 1%. This translates into a sensitivity in $^4 He$
mass fraction $Y_p$ prediction up to $10^{-4}$. We find a positive total
correction to the Born prediction $\delta Y_p \simeq 0.004$.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 14:40:21 GMT""},{""version"":""v2"",""created"":""Mon, 9 Nov 1998 11:34:35 GMT""}]","2008-11-26"
"astro-ph/9808197","Pichon","C. Pichon (Basel CH) & E.Thiebaut (CRAL France)","Non parametric reconstruction of distribution functions from observed
  galactic disks","11 pages, 13 figures; accepted for publication by MNRAS",,,,"astro-ph",,"  A general inversion technique for the recovery of the underlying distribution
function for observed galactic disks is presented and illustrated. Under the
assumption that these disks are axi-symmetric and thin, the proposed method
yields the unique distribution compatible with all the observables available.
The derivation may be carried out from the measurement of the azimuthal
velocity distribution arising from positioning the slit of a spectrograph along
the major axis of the galaxy. More generally, it may account for the
simultaneous measurements of velocity distributions corresponding to slits
presenting arbitrary orientations with respect to the major axis. The approach
is non-parametric, i.e. it does not rely on a particular algebraic model for
the distribution function. Special care is taken to account for the fraction of
counter-rotating stars which strongly affects the stability of the disk. An
optimisation algorithm is devised -- generalising the work of Skilling & Bryan
(1984) -- to carry this truly two-dimensional ill-conditioned inversion
efficiently. The performances of the overall inversion technique with respect
to the noise level and truncation in the data set is investigated with
simulated data. Reliable results are obtained up to a mean signal to noise
ratio of~5 and when measurements are available up to $4 R_{e}$. A discussion of
the residual biases involved in non parametric inversions is presented.
Prospects of application to observed galaxies and other inversion problems are
discussed.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 14:58:25 GMT""}]","2009-09-25"
"astro-ph/9808198","Adriano H. Cerqueira","Elisabete M. de Gouveia Dal Pino, Adriano H. Cerqueira (Instituto
  Astronomico e Geofisico, USP, Sao Paulo, Brazil)","3-D SPH Simulations of Radiatively Cooling Magnetized Jets","2 pages; To appear in the proceedings of the 1998 Numerical
  Astrophysics Conferences, Tokyo (Japan) 09-13 March 1998",,"10.1007/978-94-011-4780-4_65",,"astro-ph",,"  In this work, we sumarize the results of three-dimensional smooth particle
magnetohydrodynamic numerical simulations of supermagnetosonic, radiatively
cooling jets.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 15:13:50 GMT""}]","2016-01-27"
"astro-ph/9808199","Spiro K. Antiochos","Spiro K. Antiochos, Peter J. MacNeice, Daniel S. Spicer, and James, A.
  Klimchuk","The Dynamic Formation of Prominence Condensations","Astrophysical Journal latex file, 20 pages, 7 b-w figures (gif files)",,"10.1086/306804",,"astro-ph",,"  We present simulations of a model for the formation of a prominence
condensation in a coronal loop. The key idea behind the model is that the
spatial localization of loop heating near the chromosphere leads to a
catastrophic cooling in the corona (Antiochos & Klimchuk 1991). Using a new
adaptive grid code, we simulate the complete growth of a condensation, and find
that after approx. 5,000 s it reaches a quasi-steady state. We show that the
size and the growth time of the condensation are in good agreement with data,
and discuss the implications of the model for coronal heating and SOHO/TRACE
observations.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 15:29:52 GMT""}]","2009-10-30"
"astro-ph/9808200","Brian Chaboyer","Brian Chaboyer","The Age of the Universe","invited review to appear in Physics Reports","Phys.Rept. 307 (1998) 23-30","10.1016/S0370-1573(98)00054-4","Steward Observatory preprint","astro-ph",,"  A minimum age of the universe can be estimated directly by determining the
age of the oldest objects in the our Galaxy. These objects are the metal-poor
stars in the halo of the Milky Way. Recent work on nucleochronology finds that
the oldest stars are 15.2+/-3.7 Gyr old. White dwarf cooling curves have found
a minimum age for the oldest stars of 8 Gyr. Currently, the best estimate for
the age of the oldest stars is based upon the absolute magnitude of the main
sequence turn-off in globular clusters. The oldest globular clusters are
11.5+/-1.3 Gyr old, implying a minimum age of the universe of t_universe > 9.5
Gyr (95% confidence level).
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 15:45:03 GMT""}]","2009-10-30"
